# OpenSignals Text File Format
# {"CC:78:AB:5E:8E:CE":{"sensor":["RAW"],"device name":"CC:78:AB:5E:8E:CE","column":["nSeq","I1","I2","O1","O2","A1"],"sync interval":2,"time":"10:10:13","comments":"","device connection":"BLECC:78:AB:5E:8E:CE","channels":[1],"date":"2022-05-11","mode":0,"digital IO":[0,0,1,1],"firmware version":0,"device":"bitalino_rev","position":0,"sampling rate":100,"label":["A1"],"resolution":[10],"special":[{}]}}
# EndOfHeader
0	0	0	0	0	513
1	0	0	0	0	494
2	0	0	0	0	512
3	0	0	0	0	511
4	0	0	0	0	540
5	0	0	0	0	488
6	0	0	0	0	511
7	0	0	0	0	466
8	0	0	0	0	497
9	0	0	0	0	508
10	0	0	0	0	520
11	0	0	0	0	535
12	0	0	0	0	528
13	0	0	0	0	508
14	0	0	0	0	496
15	0	0	0	0	572
0	0	0	0	0	500
1	0	0	0	0	512
2	0	0	0	0	579
3	0	0	0	0	494
4	0	0	0	0	540
5	0	0	0	0	525
6	0	0	0	0	541
7	0	0	0	0	496
8	0	0	0	0	496
9	0	0	0	0	511
10	0	0	0	0	498
11	0	0	0	0	519
12	0	0	0	0	511
13	0	0	0	0	504
14	0	0	0	0	511
15	0	0	0	0	512
0	0	0	0	0	517
1	0	0	0	0	504
2	0	0	0	0	505
3	0	0	0	0	505
4	0	0	0	0	519
5	0	0	0	0	499
6	0	0	0	0	506
7	0	0	0	0	512
8	0	0	0	0	516
9	0	0	0	0	508
10	0	0	0	0	504
11	0	0	0	0	545
12	0	0	0	0	494
13	0	0	0	0	518
14	0	0	0	0	498
15	0	0	0	0	507
0	0	0	0	0	512
1	0	0	0	0	512
2	0	0	0	0	531
3	0	0	0	0	487
4	0	0	0	0	525
5	0	0	0	0	504
6	0	0	0	0	490
7	0	0	0	0	501
8	0	0	0	0	511
9	0	0	0	0	510
10	0	0	0	0	510
11	0	0	0	0	505
12	0	0	0	0	494
13	0	0	0	0	509
14	0	0	0	0	602
15	0	0	0	0	498
0	0	0	0	0	513
1	0	0	0	0	522
2	0	0	0	0	504
3	0	0	0	0	492
4	0	0	0	0	507
5	0	0	0	0	502
6	0	0	0	0	527
7	0	0	0	0	505
8	0	0	0	0	523
9	0	0	0	0	509
10	0	0	0	0	499
11	0	0	0	0	524
12	0	0	0	0	502
13	0	0	0	0	538
14	0	0	0	0	521
15	0	0	0	0	512
0	0	0	0	0	505
1	0	0	0	0	509
2	0	0	0	0	523
3	0	0	0	0	512
4	0	0	0	0	507
5	0	0	0	0	535
6	0	0	0	0	512
7	0	0	0	0	495
8	0	0	0	0	495
9	0	0	0	0	525
10	0	0	0	0	518
11	0	0	0	0	516
12	0	0	0	0	523
13	0	0	0	0	473
14	0	0	0	0	524
15	0	0	0	0	519
0	0	0	0	0	540
1	0	0	0	0	534
2	0	0	0	0	496
3	0	0	0	0	537
4	0	0	0	0	518
5	0	0	0	0	544
6	0	0	0	0	453
7	0	0	0	0	513
8	0	0	0	0	614
9	0	0	0	0	440
10	0	0	0	0	546
11	0	0	0	0	439
12	0	0	0	0	579
13	0	0	0	0	491
14	0	0	0	0	467
15	0	0	0	0	566
0	0	0	0	0	359
1	0	0	0	0	730
2	0	0	0	0	466
3	0	0	0	0	439
4	0	0	0	0	500
5	0	0	0	0	507
6	0	0	0	0	536
7	0	0	0	0	499
8	0	0	0	0	457
9	0	0	0	0	647
10	0	0	0	0	387
11	0	0	0	0	541
12	0	0	0	0	270
13	0	0	0	0	659
14	0	0	0	0	612
15	0	0	0	0	400
0	0	0	0	0	624
1	0	0	0	0	467
2	0	0	0	0	255
3	0	0	0	0	827
4	0	0	0	0	292
5	0	0	0	0	515
6	0	0	0	0	573
7	0	0	0	0	458
8	0	0	0	0	550
9	0	0	0	0	505
10	0	0	0	0	595
11	0	0	0	0	251
12	0	0	0	0	916
13	0	0	0	0	99
14	0	0	0	0	693
15	0	0	0	0	579
0	0	0	0	0	296
1	0	0	0	0	260
2	0	0	0	0	430
3	0	0	0	0	709
4	0	0	0	0	273
5	0	0	0	0	1022
6	0	0	0	0	289
7	0	0	0	0	450
8	0	0	0	0	552
9	0	0	0	0	451
10	0	0	0	0	570
11	0	0	0	0	469
12	0	0	0	0	445
13	0	0	0	0	450
14	0	0	0	0	591
15	0	0	0	0	825
0	0	0	0	0	367
1	0	0	0	0	508
2	0	0	0	0	487
3	0	0	0	0	704
4	0	0	0	0	435
5	0	0	0	0	598
6	0	0	0	0	415
7	0	0	0	0	618
8	0	0	0	0	517
9	0	0	0	0	845
10	0	0	0	0	468
11	0	0	0	0	680
12	0	0	0	0	509
13	0	0	0	0	507
14	0	0	0	0	510
15	0	0	0	0	583
0	0	0	0	0	693
1	0	0	0	0	622
2	0	0	0	0	430
3	0	0	0	0	474
4	0	0	0	0	647
5	0	0	0	0	505
6	0	0	0	0	482
7	0	0	0	0	347
8	0	0	0	0	683
9	0	0	0	0	316
10	0	0	0	0	645
11	0	0	0	0	468
12	0	0	0	0	413
13	0	0	0	0	435
14	0	0	0	0	608
15	0	0	0	0	350
0	0	0	0	0	568
1	0	0	0	0	390
2	0	0	0	0	571
3	0	0	0	0	461
4	0	0	0	0	577
5	0	0	0	0	529
6	0	0	0	0	421
7	0	0	0	0	376
8	0	0	0	0	535
9	0	0	0	0	431
10	0	0	0	0	581
11	0	0	0	0	551
12	0	0	0	0	473
13	0	0	0	0	620
14	0	0	0	0	416
15	0	0	0	0	526
0	0	0	0	0	548
1	0	0	0	0	551
2	0	0	0	0	450
3	0	0	0	0	518
4	0	0	0	0	453
5	0	0	0	0	511
6	0	0	0	0	469
7	0	0	0	0	495
8	0	0	0	0	569
9	0	0	0	0	633
10	0	0	0	0	539
11	0	0	0	0	575
12	0	0	0	0	444
13	0	0	0	0	574
14	0	0	0	0	487
15	0	0	0	0	495
0	0	0	0	0	491
1	0	0	0	0	521
2	0	0	0	0	571
3	0	0	0	0	535
4	0	0	0	0	481
5	0	0	0	0	451
6	0	0	0	0	543
7	0	0	0	0	481
8	0	0	0	0	499
9	0	0	0	0	480
10	0	0	0	0	564
11	0	0	0	0	502
12	0	0	0	0	530
13	0	0	0	0	482
14	0	0	0	0	510
15	0	0	0	0	505
0	0	0	0	0	485
1	0	0	0	0	507
2	0	0	0	0	482
3	0	0	0	0	573
4	0	0	0	0	495
5	0	0	0	0	536
6	0	0	0	0	489
7	0	0	0	0	512
8	0	0	0	0	512
9	0	0	0	0	512
10	0	0	0	0	485
11	0	0	0	0	492
12	0	0	0	0	504
13	0	0	0	0	528
14	0	0	0	0	495
15	0	0	0	0	513
0	0	0	0	0	486
1	0	0	0	0	532
2	0	0	0	0	490
3	0	0	0	0	516
4	0	0	0	0	486
5	0	0	0	0	504
6	0	0	0	0	561
7	0	0	0	0	522
8	0	0	0	0	486
9	0	0	0	0	512
10	0	0	0	0	493
11	0	0	0	0	515
12	0	0	0	0	514
13	0	0	0	0	499
14	0	0	0	0	501
15	0	0	0	0	510
0	0	0	0	0	507
1	0	0	0	0	535
2	0	0	0	0	482
3	0	0	0	0	486
4	0	0	0	0	529
5	0	0	0	0	488
6	0	0	0	0	493
7	0	0	0	0	511
8	0	0	0	0	498
9	0	0	0	0	481
10	0	0	0	0	523
11	0	0	0	0	519
12	0	0	0	0	537
13	0	0	0	0	499
14	0	0	0	0	513
15	0	0	0	0	496
0	0	0	0	0	526
1	0	0	0	0	512
2	0	0	0	0	506
3	0	0	0	0	518
4	0	0	0	0	513
5	0	0	0	0	511
6	0	0	0	0	516
7	0	0	0	0	502
8	0	0	0	0	501
9	0	0	0	0	509
10	0	0	0	0	507
11	0	0	0	0	487
12	0	0	0	0	556
13	0	0	0	0	526
14	0	0	0	0	491
15	0	0	0	0	494
0	0	0	0	0	511
1	0	0	0	0	496
2	0	0	0	0	509
3	0	0	0	0	491
4	0	0	0	0	531
5	0	0	0	0	540
6	0	0	0	0	510
7	0	0	0	0	536
8	0	0	0	0	535
9	0	0	0	0	479
10	0	0	0	0	521
11	0	0	0	0	521
12	0	0	0	0	479
13	0	0	0	0	566
14	0	0	0	0	538
15	0	0	0	0	495
0	0	0	0	0	550
1	0	0	0	0	531
2	0	0	0	0	506
3	0	0	0	0	492
4	0	0	0	0	557
5	0	0	0	0	540
6	0	0	0	0	519
7	0	0	0	0	499
8	0	0	0	0	500
9	0	0	0	0	559
10	0	0	0	0	487
11	0	0	0	0	526
12	0	0	0	0	519
13	0	0	0	0	488
14	0	0	0	0	472
